,Accuracy,,error,,Precision,,Recall,,Fscore,
,mean,sd,mean,sd,mean,sd,mean,sd,mean,sd
J48,0.836051,0.015238857,0.163949,0.015238857,0.836859,0.015868787,0.849625667,0.015243916,0.834639,0.015602826
NB,0.785035333,0.007938878,0.214964667,0.007938878,0.786926667,0.007883214,0.800915667,0.009167875,0.785529,0.007725328
3-NN,0.713383667,0.009227976,0.286616333,0.009227976,0.719725667,0.009590175,0.725850333,0.010096678,0.712651333,0.008948949
RF,0.920305333,0.014433792,0.079694667,0.014433792,0.921435,0.014233517,0.927584,0.012521104,0.919380667,0.014627924
SVM,0.814250667,0.00916973,0.185749333,0.00916973,0.816796,0.009517905,0.824226333,0.009488753,0.811339333,0.009381839
MLP,0.816603667,0.016054813,0.183396333,0.016054813,0.820049,0.01604547,0.829756667,0.015063043,0.815085,0.016431288
