"acc.mean" "acc.sd" "err.mean" "err.sd" "prec.mean" "prec.sd" "recall.mean" "recall.sd" "fsc.mean" "fsc.sds" "classifier"
"1" 0.815166666666667 0.0111171918227126 0.184833333333333 0.0111171918227126 0.821033333333333 0.0110156106576494 0.829533333333333 0.0126620076126027 0.814466666666667 0.0116492809703619 "cl.mlp.2"
"2" 0.808933333333333 0.0134956783206081 0.191066666666667 0.0134956783206082 0.8128 0.013136944482825 0.823066666666667 0.012417821823918 0.807466666666667 0.0143952418703454 "cl.mlp.3"
"3" 0.814766666666667 0.0160445142270375 0.185233333333333 0.0160445142270375 0.818433333333333 0.0159626359704917 0.827833333333333 0.0150975753553077 0.813466666666667 0.0169150684370441 "cl.mlp.4"
"4" 0.8126 0.0152510033587392 0.1874 0.0152510033587393 0.816866666666667 0.0154980161874714 0.826866666666667 0.0144406832709998 0.812333333333333 0.0155681667543726 "cl.mlp.5"
"5" 0.8247 0.0206684000014682 0.1753 0.0206684000014682 0.828833333333333 0.0212896013686678 0.837166666666667 0.0208162458660063 0.824266666666667 0.0213734178012256 "cl.mlp.6"
"6" 0.828933333333333 0.0197640100170492 0.171066666666667 0.0197640100170492 0.832233333333333 0.0201454766606565 0.8419 0.0196615325462937 0.828266666666667 0.0201322067127883 "cl.mlp.7"
"7" 0.8182 0.0184286134340988 0.1818 0.0184286134340988 0.821366666666667 0.0182028480782794 0.8314 0.019698765933691 0.817366666666667 0.0186796650145946 "cl.mlp.8"
"8" 0.825066666666667 0.0171322107060986 0.174933333333333 0.0171322107060986 0.828566666666667 0.0173636229600521 0.838866666666667 0.0157386704370616 0.824533333333333 0.0173557768050222 "cl.mlp.9"
"9" 0.8192 0.0185107610827342 0.1808 0.0185107610827343 0.8219 0.0187623063062896 0.832166666666667 0.0182833697439887 0.8185 0.0187188822242178 "cl.mlp.10"
"10" 0.8186 0.0114699006399208 0.1814 0.0114699006399208 0.821466666666667 0.0117788042638061 0.830766666666667 0.0120163203195899 0.817633333333333 0.0122262671815809 "cl.mlp.11"
"11" 0.821066666666667 0.0159718142543266 0.178933333333333 0.0159718142543267 0.824066666666667 0.0159890767310887 0.8325 0.0157014165844557 0.8208 0.0158601648032486 "cl.mlp.12"
"12" 0.817266666666667 0.0164985544473015 0.182733333333333 0.0164985544473016 0.8202 0.0171170413170114 0.8309 0.0159359710219928 0.816233333333333 0.0167593171890646 "cl.mlp.13"
"13" 0.815833333333333 0.014424795064183 0.184166666666667 0.014424795064183 0.818533333333333 0.0147712052909411 0.8287 0.0138393491973754 0.8151 0.0143847380808679 "cl.mlp.14"
"14" 0.819433333333333 0.0174527605430978 0.180566666666667 0.0174527605430978 0.822566666666667 0.0178551322349188 0.832933333333333 0.0181562819627985 0.818933333333333 0.0174235934639041 "cl.mlp.15"
"15" 0.819633333333333 0.0133092742705677 0.180366666666667 0.0133092742705677 0.8227 0.013565041276295 0.832866666666667 0.0131430677501509 0.8193 0.0132720863417199 "cl.mlp.16"
"16" 0.813633333333333 0.0170607097182958 0.186366666666667 0.0170607097182958 0.816833333333333 0.0172967673546111 0.827 0.0175872210660919 0.813333333333333 0.0176992759121974 "cl.mlp.17"
"17" 0.8255 0.0146139989570699 0.1745 0.0146139989570699 0.8286 0.0146983461420101 0.837833333333333 0.013821730350613 0.8249 0.0144969675782736 "cl.mlp.18"
"18" 0.821333333333333 0.016690557589358 0.178666666666667 0.0166905575893581 0.824033333333333 0.0166038702038749 0.834433333333333 0.0163384111271849 0.821066666666667 0.0162075617373886 "cl.mlp.19"
"19" 0.816666666666667 0.0166802243707173 0.183333333333333 0.0166802243707173 0.819 0.0174691846917108 0.8301 0.0162679079044051 0.8159 0.0169895505410298 "cl.mlp.20"
"20" 0.820333333333333 0.0192932600940709 0.179666666666667 0.019293260094071 0.8233 0.0196172865359734 0.833066666666667 0.0175065176697006 0.819833333333333 0.0192659845561949 "cl.mlp.21"
"21" 0.812966666666667 0.0145376641232668 0.187033333333333 0.0145376641232668 0.815366666666667 0.0146957261751875 0.827666666666667 0.0132178910450253 0.8119 0.0151050345569124 "cl.mlp.22"
"22" 0.813933333333333 0.018087780850396 0.186066666666667 0.018087780850396 0.816733333333333 0.0179979564612655 0.8262 0.0181229517273082 0.813066666666667 0.0181087392377716 "cl.mlp.23"
"23" 0.815433333333333 0.0138730284920139 0.184566666666667 0.0138730284920139 0.818133333333333 0.0144191762482522 0.828666666666667 0.0125212463115858 0.814933333333333 0.0140833316329999 "cl.mlp.24"
"24" 0.7994 0.0183069611783662 0.2006 0.0183069611783662 0.802366666666667 0.0185388377668916 0.814166666666667 0.0177279894290188 0.798866666666667 0.0184048968996041 "cl.mlp.25"
"25" 0.811333333333333 0.0204793139252899 0.188666666666667 0.0204793139252899 0.814 0.0212391960364761 0.8246 0.0204831301487262 0.8101 0.0210440424856521 "cl.mlp.26"
"26" 0.806433333333333 0.0122634397304748 0.193566666666667 0.0122634397304748 0.8095 0.0128673604720331 0.820933333333333 0.0129719414263176 0.8061 0.0129171097439764 "cl.mlp.27"
"27" 0.813733333333333 0.0148809837766499 0.186266666666667 0.01488098377665 0.8168 0.0152188630686871 0.827466666666667 0.0152014820814046 0.813033333333333 0.0157074182635386 "cl.mlp.28"
"28" 0.8162 0.0205349155980902 0.1838 0.0205349155980902 0.8192 0.0205231576517845 0.8297 0.0197678771120533 0.8155 0.0209214458523239 "cl.mlp.29"
"29" 0.818233333333333 0.0183991816409717 0.181766666666667 0.0183991816409717 0.820966666666667 0.0188998874897825 0.831366666666667 0.0175135087434171 0.817233333333333 0.0191791613446745 "cl.mlp.30"
"30" 0.807333333333333 0.0161380538358624 0.192666666666667 0.0161380538358625 0.810033333333333 0.0161853133369759 0.8205 0.0157933857827496 0.806433333333333 0.0160745747695853 "cl.mlp.31"
"31" 0.811666666666667 0.013131518633014 0.188333333333333 0.0131315186330141 0.814033333333333 0.0129521222687391 0.824966666666667 0.0121952035040727 0.8112 0.0127614721883407 "cl.mlp.32"
"32" 0.8145 0.0184815844969321 0.1855 0.0184815844969321 0.817233333333333 0.0189439888261073 0.827433333333333 0.0194558444961269 0.8136 0.0190183214749393 "cl.mlp.33"
"33" 0.816366666666667 0.0176429791317588 0.183633333333333 0.0176429791317588 0.819533333333333 0.0176102112488716 0.829366666666667 0.0157928035407954 0.815566666666667 0.0171317075126459 "cl.mlp.34"
"34" 0.814866666666667 0.0210266388238797 0.185133333333333 0.0210266388238797 0.818 0.0213008013448094 0.8279 0.0198882221254275 0.8144 0.021379332591757 "cl.mlp.35"
"35" 0.816166666666667 0.0155387909114096 0.183833333333333 0.0155387909114096 0.8192 0.0159943955701731 0.8303 0.0151865412284285 0.815333333333333 0.0159834684711365 "cl.mlp.36"
"36" 0.8072 0.0159122594247328 0.1928 0.0159122594247329 0.810466666666667 0.0160446216863306 0.820433333333333 0.0145120243444776 0.8069 0.0163017875051194 "cl.mlp.37"
"37" 0.8116 0.0193864510098837 0.1884 0.0193864510098837 0.814533333333333 0.0194665643203104 0.825433333333333 0.0201933470323227 0.810766666666667 0.0196147082978359 "cl.mlp.38"
"38" 0.805466666666667 0.0156110777054768 0.194533333333333 0.0156110777054769 0.808666666666667 0.0158708871041055 0.819666666666667 0.0156278560608124 0.8045 0.0163237715385072 "cl.mlp.39"
"39" 0.802833333333333 0.0213268219229526 0.197166666666667 0.0213268219229526 0.8057 0.0216478875293355 0.816266666666667 0.0201322067127882 0.802333333333333 0.0218542717884238 "cl.mlp.40"
"40" 0.808 0.0181734933919972 0.192 0.0181734933919972 0.811066666666667 0.0188513848998867 0.8219 0.0181950163695902 0.807733333333333 0.0187854186544508 "cl.mlp.41"
"41" 0.8032 0.0194925273038068 0.1968 0.0194925273038068 0.806166666666667 0.0204198742495593 0.8178 0.0188046215889458 0.802566666666667 0.0200442326959107 "cl.mlp.42"
"42" 0.8208 0.0203646075675253 0.1792 0.0203646075675253 0.823633333333333 0.0201605338827319 0.8333 0.0199847355542277 0.820333333333333 0.0200780087852757 "cl.mlp.43"
"43" 0.815833333333333 0.0188278651404541 0.184166666666667 0.0188278651404541 0.818766666666667 0.0190926657399503 0.828866666666667 0.0173657080504065 0.815133333333333 0.0187997309836463 "cl.mlp.44"
"44" 0.802666666666667 0.0169509095134548 0.197333333333333 0.0169509095134548 0.8058 0.0169286535301785 0.8163 0.0176716215129385 0.8018 0.0175978055058206 "cl.mlp.45"
"45" 0.803 0.0168890905412442 0.197 0.0168890905412442 0.8056 0.0174169952672075 0.8158 0.0162552909158409 0.802366666666667 0.0172836046155235 "cl.mlp.46"
"46" 0.805233333333333 0.016533525675559 0.194766666666667 0.016533525675559 0.808033333333333 0.0164452767211981 0.818733333333333 0.0160665283534848 0.8041 0.0166492207542617 "cl.mlp.47"
"47" 0.8127 0.0188517812201503 0.1873 0.0188517812201504 0.8156 0.0188982757834202 0.826333333333333 0.0186294785558901 0.812166666666667 0.0188132076374337 "cl.mlp.48"
"48" 0.802966666666667 0.018999969751942 0.197033333333333 0.018999969751942 0.806433333333333 0.0194008235398137 0.8167 0.0182381751960759 0.802266666666667 0.0193567832418319 "cl.mlp.49"
"49" 0.811266666666667 0.0168971193899481 0.188733333333333 0.0168971193899481 0.814 0.0171946262656038 0.824066666666667 0.0165486395593223 0.811033333333333 0.0168880356207119 "cl.mlp.50"
"50" 0.716166666666667 0.0141861596789541 0.283833333333333 0.014186159678954 0.722533333333333 0.014880520322135 0.7289 0.0154414355237615 0.7161 0.0143679480453711 "cl.nn.1"
"51" 0.716166666666667 0.0141861596789541 0.283833333333333 0.014186159678954 0.722533333333333 0.014880520322135 0.7289 0.0154414355237615 0.7161 0.0143679480453711 "cl.nn.3"
"52" 0.730433333333333 0.0114068440838833 0.269566666666667 0.0114068440838833 0.737733333333333 0.0118407051669474 0.742166666666667 0.0122335979801623 0.729666666666667 0.011484121972152 "cl.nn.5"
"53" 0.745033333333333 0.0115265311147904 0.254966666666667 0.0115265311147904 0.752633333333333 0.0120071338948067 0.758266666666667 0.0117881686253731 0.743633333333333 0.0114815694389578 "cl.nn.7"
"54" 0.745633333333333 0.0118481290050176 0.254366666666667 0.0118481290050176 0.753033333333333 0.011883002445781 0.7594 0.011763766696792 0.744033333333333 0.0113090849452487 "cl.nn.9"
"55" 0.7464 0.0108010216630427 0.2536 0.0108010216630427 0.754 0.0108341732654055 0.760833333333333 0.0119310760081664 0.7441 0.0108511877627322 "cl.nn.11"
"56" 0.7557 0.0117712390582095 0.2443 0.0117712390582095 0.763833333333333 0.0114683472438598 0.772433333333333 0.013024336195497 0.754066666666667 0.011910393413501 "cl.nn.13"
"57" 0.757 0.0103056730275962 0.243 0.0103056730275962 0.764966666666667 0.00985929749659868 0.7747 0.0111328962678337 0.7558 0.0105614784753938 "cl.nn.15"
"58" 0.755766666666667 0.0119270290931357 0.244233333333333 0.0119270290931357 0.763833333333333 0.0111016722360544 0.774066666666667 0.0132037960407247 0.754466666666667 0.0123084869327921 "cl.nn.17"
"59" 0.7548 0.0102701442087716 0.2452 0.0102701442087716 0.7627 0.00969944897119562 0.7722 0.012112689271145 0.753566666666667 0.0107629099171673 "cl.nn.19"
"60" 0.7547 0.00964597468305858 0.2453 0.00964597468305857 0.762766666666667 0.00928359076388358 0.772266666666667 0.0111631577949084 0.753266666666667 0.0101129256087354 "cl.nn.21"
"61" 0.7545 0.00935414346693486 0.2455 0.00935414346693485 0.762433333333333 0.00897768625953886 0.7721 0.0106134267598268 0.753066666666667 0.00975893342579995 "cl.nn.23"
"62" 0.752866666666667 0.00906959046839315 0.247133333333333 0.00906959046839315 0.761033333333333 0.00876310184940177 0.770533333333333 0.0100059752263278 0.7514 0.00943069090970979 "cl.nn.25"
"63" 0.7526 0.00980710509502308 0.2474 0.00980710509502308 0.7609 0.00944804303765491 0.770533333333333 0.0106406291405042 0.751233333333333 0.0100676447724564 "cl.nn.27"
"64" 0.7529 0.00933421588602367 0.2471 0.00933421588602367 0.761366666666667 0.00879452546536308 0.770566666666667 0.0105198771899654 0.751666666666667 0.00944067988979657 "cl.nn.29"
"65" 0.751833333333333 0.00905189381340698 0.248166666666667 0.00905189381340698 0.760466666666667 0.00843937133356195 0.770433333333333 0.0104343046075758 0.750566666666667 0.00929101654856708 "cl.nn.31"
