"acc.mean" "acc.sd" "err.mean" "err.sd" "prec.mean" "prec.sd" "recall.mean" "recall.sd" "fsc.mean" "fsc.sds" "classifier"
"1" 0.8229 0.0105971694333911 0.1771 0.0105971694333912 0.8288 0.0107971899281631 0.836766666666667 0.0111438349535187 0.822833333333333 0.0106385224970171 "cl.mlp.2"
"2" 0.820366666666667 0.0133893507177786 0.179633333333333 0.0133893507177786 0.824333333333333 0.0139687664731575 0.8339 0.0142740420295748 0.820266666666667 0.0136758869934447 "cl.mlp.3"
"3" 0.825966666666667 0.0118102332405166 0.174033333333333 0.0118102332405166 0.8292 0.0120584782021499 0.8371 0.0132570085563097 0.8251 0.0121409821792086 "cl.mlp.4"
"4" 0.842233333333333 0.0154488775026522 0.157766666666667 0.0154488775026522 0.846566666666667 0.0153705570162082 0.8537 0.0152454628637846 0.8416 0.0161108230916256 "cl.mlp.5"
"5" 0.852366666666667 0.0118423067805668 0.147633333333333 0.0118423067805668 0.856033333333333 0.0122544385578376 0.866733333333333 0.0132350978875093 0.851533333333333 0.0122832471651246 "cl.mlp.6"
"6" 0.8548 0.0160632371023682 0.1452 0.0160632371023681 0.8584 0.0163761811893014 0.867466666666667 0.0152422582572796 0.853833333333333 0.0163540216151412 "cl.mlp.7"
"7" 0.860733333333333 0.0137387780747964 0.139266666666667 0.0137387780747964 0.8644 0.013652333386515 0.8728 0.0132597394263678 0.860433333333333 0.0137406603599113 "cl.mlp.8"
"8" 0.8603 0.0130440896908167 0.1397 0.0130440896908166 0.863866666666667 0.012727199581817 0.8725 0.0125937860977493 0.8594 0.0129923054151294 "cl.mlp.9"
"9" 0.873533333333333 0.0140411546173563 0.126466666666667 0.0140411546173563 0.876466666666667 0.0140779439460145 0.885166666666667 0.014621862076176 0.872866666666667 0.0144167845985476 "cl.mlp.10"
"10" 0.870266666666667 0.0137061107271307 0.129733333333333 0.0137061107271307 0.873833333333333 0.0137692394133804 0.882266666666667 0.0135949618795254 0.869833333333333 0.0136611286789053 "cl.mlp.11"
"11" 0.880766666666667 0.0165084791866929 0.119233333333333 0.0165084791866929 0.883466666666667 0.0168824196119521 0.891233333333333 0.0155401223386063 0.880066666666667 0.0169704272868673 "cl.mlp.12"
"12" 0.878933333333333 0.0162266985898684 0.121066666666667 0.0162266985898684 0.8821 0.0166388618642602 0.8903 0.0158443942006694 0.8784 0.0164098372514992 "cl.mlp.13"
"13" 0.879233333333333 0.0153166200767243 0.120766666666667 0.0153166200767243 0.8823 0.0157527228078853 0.890233333333333 0.0147524009345372 0.878766666666667 0.0158172392493527 "cl.mlp.14"
"14" 0.8786 0.0152487421753742 0.1214 0.0152487421753742 0.881666666666667 0.0152005747017791 0.889566666666667 0.015155932793813 0.878066666666667 0.0156820418562638 "cl.mlp.15"
"15" 0.881266666666667 0.0141979438368872 0.118733333333333 0.0141979438368872 0.884533333333333 0.0145856172267429 0.891766666666667 0.013484814788682 0.881033333333333 0.0144305311712722 "cl.mlp.16"
"16" 0.875533333333333 0.0143135656256413 0.124466666666667 0.0143135656256413 0.878733333333333 0.0146309387195796 0.885933333333333 0.0142270585646612 0.875066666666667 0.0149041381278266 "cl.mlp.17"
"17" 0.873533333333333 0.0142966920054554 0.126466666666667 0.0142966920054553 0.876833333333333 0.0140051304228458 0.885266666666667 0.0143405221213401 0.873166666666667 0.0142152985421931 "cl.mlp.18"
"18" 0.885966666666667 0.0148845750598613 0.114033333333333 0.0148845750598613 0.8882 0.0148379755102029 0.896866666666667 0.0138058791408072 0.885333333333333 0.0152549219492648 "cl.mlp.19"
"19" 0.8766 0.0140088641888652 0.1234 0.0140088641888652 0.879733333333333 0.0142754511573935 0.8871 0.0134198771770935 0.875733333333333 0.0146991281311543 "cl.mlp.20"
"20" 0.889633333333333 0.0135658885935767 0.110366666666667 0.0135658885935767 0.891766666666667 0.0136651667245298 0.8998 0.0127262964247127 0.889233333333333 0.0138431691939864 "cl.mlp.21"
"21" 0.879833333333333 0.0145129747736847 0.120166666666667 0.0145129747736847 0.8824 0.0151147336203386 0.890966666666667 0.0137100097671771 0.879233333333333 0.0149820198751781 "cl.mlp.22"
"22" 0.879066666666667 0.0173064335921114 0.120933333333333 0.0173064335921114 0.881566666666667 0.0174329915792528 0.8905 0.0165857229838362 0.878533333333333 0.0174864150883959 "cl.mlp.23"
"23" 0.882333333333333 0.0168468421953203 0.117666666666667 0.0168468421953203 0.885433333333333 0.0167119270506763 0.8926 0.0155155094818945 0.881633333333333 0.0169857614475779 "cl.mlp.24"
"24" 0.874733333333333 0.0114408021581963 0.125266666666667 0.0114408021581963 0.877366666666667 0.0111494033653061 0.886333333333333 0.0109145057964898 0.874 0.0118903032065977 "cl.mlp.25"
"25" 0.884433333333333 0.0126618714456334 0.115566666666667 0.0126618714456334 0.887233333333333 0.012590865143328 0.895166666666667 0.0114983756973827 0.883933333333333 0.012528404508964 "cl.mlp.26"
"26" 0.881933333333333 0.0152064717015222 0.118066666666667 0.0152064717015222 0.8847 0.0155233972463815 0.892 0.0154785725083598 0.8811 0.0156389213844487 "cl.mlp.27"
"27" 0.8826 0.0140849638585462 0.1174 0.0140849638585462 0.885066666666667 0.0146521349117207 0.892866666666667 0.0133254574440037 0.881733333333333 0.0145813611145881 "cl.mlp.28"
"28" 0.872333333333333 0.0112536073399119 0.127666666666667 0.0112536073399119 0.8751 0.011659981664385 0.8844 0.0110441121776766 0.871833333333333 0.0118032237949648 "cl.mlp.29"
"29" 0.876166666666667 0.0138938918192513 0.123833333333333 0.0138938918192513 0.879466666666667 0.0139771570621579 0.8876 0.0143060151322972 0.8757 0.0145297554385285 "cl.mlp.30"
"30" 0.886333333333333 0.0130075133018902 0.113666666666667 0.0130075133018902 0.888733333333333 0.0131383443383869 0.896266666666667 0.0121198990929376 0.885966666666667 0.0132130638941642 "cl.mlp.31"
"31" 0.8858 0.012158153217293 0.1142 0.012158153217293 0.887966666666667 0.0125078825720736 0.896066666666667 0.0117764620099275 0.884966666666667 0.0127562921143155 "cl.mlp.32"
"32" 0.872466666666667 0.0132293647600338 0.127533333333333 0.0132293647600338 0.8758 0.0133659371486652 0.884366666666667 0.0128532387796398 0.871833333333333 0.0133908958607714 "cl.mlp.33"
"33" 0.8817 0.0136940712064344 0.1183 0.0136940712064344 0.884266666666667 0.0139133608159712 0.892733333333333 0.013493122982323 0.8812 0.0143079432966206 "cl.mlp.34"
"34" 0.875133333333333 0.0150349783741994 0.124866666666667 0.0150349783741994 0.877933333333333 0.0145789960709502 0.887433333333333 0.0142700151833603 0.8744 0.0156019450599973 "cl.mlp.35"
"35" 0.881666666666667 0.0127531830599627 0.118333333333333 0.0127531830599627 0.8846 0.0127349640888708 0.892966666666667 0.0130819257607279 0.8814 0.0130611294859318 "cl.mlp.36"
"36" 0.882766666666667 0.0147477253262614 0.117233333333333 0.0147477253262614 0.885133333333333 0.0148967326510937 0.8927 0.0147838448640913 0.882 0.0153353322035456 "cl.mlp.37"
"37" 0.883666666666667 0.0128125297869012 0.116333333333333 0.0128125297869012 0.886966666666667 0.0130924651490146 0.894966666666667 0.0118801002356544 0.883066666666667 0.0131304682095613 "cl.mlp.38"
"38" 0.876266666666667 0.0143765453941921 0.123733333333333 0.014376545394192 0.879033333333333 0.0145352919696743 0.888133333333333 0.013474710241484 0.875833333333333 0.0146077054143101 "cl.mlp.39"
"39" 0.880933333333333 0.0138984825104021 0.119066666666667 0.0138984825104021 0.883466666666667 0.0147595283854505 0.891766666666667 0.0139424515069262 0.880266666666667 0.0146191497779414 "cl.mlp.40"
"40" 0.877366666666667 0.0131029960599523 0.122633333333333 0.0131029960599523 0.880266666666667 0.0133259749810437 0.8887 0.013565041276295 0.8766 0.0131663101945052 "cl.mlp.41"
